# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
3 ا + سلم
1 پر + سابقهٌ
1 مؤموریت + م
11 مقالهٌ
3 فصلنامه + ٌ
2 پژوهشگر + ی
1 زندگانی + اش
2 هند + شناسی
10 اغراق
2 شاهکارهای + ش
2 هندی + ها
7 نیاورده + اند
1 نگارش + گر
2 پژوهشهای + ش
4 منتها + ی
4 حسام + الدین
3 را + شد + ی
3 عبدال + ح + ی
32 حبیبی
31 افغانی
16 تذکرهٌ
13 علاقهٌ
49 ناتوانی
67 جسمانی
1 ذ + خار
26 پسازآن
8 ذیلاً
6 کتابخانه + ٌ
48 آستان
5 تذکره + های
235 وقوع
11 پیمانه
1 ادب + ای + ی
11 ادبا
8 بنویسم
21 مهاجرین
2 خاتمه + ٌ
6 فضلا + ی
28 متمادی
1 نمایان + ی
1 15 + 60
1 افتادگی + ها
49 شعرای
3 مترجم + ین
2 رساله + ها
110 اماکن
1 است + در + اک
12 مقدمهٌ
25 اختصار
8 گورکانی
6 فرمانروا + یان
12 شاهزادگان
8 شعرای + ی
1 مفصل + اً
11 افتادگی
3 هم + پایهٌ
45 نمیباشد
19 غریبان
14 شفیق
1 او + رنگ + آبادی
3 77 + 4
34 بیدل
5 قرین
4 مشارالیه
11 اقوال
19 ابیات
1 عظیم + آبادی
3 مرآت
2 وارد + ان
1 وجه + ٌ
4 تذکره + نویسان
2 تفصیل + اً
3 اجمال + اً
1 مح + رر
4 رعنا
15 مستوفی
5 م + تخلص
1 طهران + ی
10 سوای
7 تذکره + ها
8 لهذا
9 زاید
1 کنی + ت
3 ابو + محمد
1 ابوال + بشر
1 صفی + الله
1 جنت + نشان
33 بیهوده
5 ن + نوشته
14 در + از + ی
7 147
13 تفوق
7 ارجحیت
1 ال + افضل
1 لل + متقدم
38 بهندرت
50 یازدهم
3 خلاصثالاشعار
24 تقی
42 کاشی
4 عرفاتالعاشقین
15 اوحدی
20 استفادهٌ
6 ن + برده
1 دانش + پژوهشی
2 نگارنده + ٌ
1 ل + که + نو
7 نسخهٌ
28 کتابخانههای
8 مندرجات
1 مإلف + ی
2 تاریخ + ها
4 دو + اوین
48 کلیات
17 منظوم
9 منثور
22 ضمناینکه
132 عرفات
12 مطالعهٌ
19 ارزشمند + ی
11 مإلفان
3 ره + ین
7 وافر
6 تاجاییکه
3 اض + افات
8 آتیه
15 رسالهٌ
44 ستایش
4 نمی + بود
5 مدیدی
15 بخارا
43 محرومیت
22 نشانهٌ
5 ش + روان
6 گنجه
8 اران
3 گورکانی + ان
20 ادیب
9 وارد + شده
30 قاسم
2 کاه + ی
19 م + روی
18 ضمنآنکه
25 همجوار
2 نگردیده + اند
9 کرانه + های
14 علل + ی
10 رساله + های
20 مختصری
13 ظن
23 بیان + ی
11 ذکر + ی
1 مجمع + الشعرا + ی
1 تو + سنی
1 ص + ا + ی + ب
1 مجمع + الشعرا
47 حالتی
3 ترک + مان
34 خراسانی
6 بیگ
5 2 + 48
75 آیین
2 بلاخمن
5 466
2 87 + 1
1 29 + 4
2 حواله + ٌ
8 حزنی
24 علوی
2 اکبر + آبادی
3 50 + 8
3 نفایسالمآثر
2 6 + 42
76 آتشکده
3 4 + 13
3 روز + به
4 17 + 2
32 شمع
14 زکی
18 مولف
1 15 + 67
10 اردستان + ی
4 5 + 99
9 دکن
2 2 + 33
22 فرشته
1 سعید + ا
2 10 + 10
2 بی + جا + پور
3 ظهور + ی
24 قمی
9 زادروز
1 شاه + نو + از
2 نصر + آبادی
1 سعید + ای
2 28 + 2
38 هرمز
2 98 + 5
1 10 + 34
2 گ + جرات
1 10 + 30
22 میرسیم
1 اختلاط + ی
11 اختلاط
3 عبدال + باقی
6 نهاوند + ی
3 خان + ان
2 مآثر
1 مدح + کنندگان
1 سی + انی
4 درگزینی
4 می + سرود
4 ایرانی + نژاد
2 از + من + ه
2 تازهوارد + شدگان
1 ایران + زا
10 ابیاتی
52 طالبی
9 سیاحت
12 پرورده
2 با + لی + ده
4 عاجز + ی
22 نگاشته
27 کتابهایی
6 غبار + ی
1 نو + و + ار + دین
5 تربت + ی
1 اکبر + شاه
5 مرد + د
2 منتخب + التواریخ
1 میر + فیض + ی
7 هر + وی
41 ملا
2 میرم + عزالدین
3 47 + 2
14 رخت
20 خال
1 خط + ت
1 ملا + فیض + ی
4 نفایس
5 ارتباط + ش
5 بود + نشان
15 قدسی
3 کربلا + ی + ی
5 سبزوار + ی
1 15 + 72
1 علا + می
8 گنجانیده
12 سواتفاهم
1 کل + ب + علی
4 عتبات
19 عالیه
1 10 + 20
19 حتمی
1 م + اتمی
18 وضوح
2 تذکر + های
44 مطلبی
4 ز + بر + دست
4 ام + را
11 عقیدهٌ
1 سی + و + ستان + ی
15 یونس
57 ناصر
1 ات + و + کشی
1 پر + گو
2 نوید + ی
1 بد + ای + و + نی
1 وقوع + ی
8 بدخشان
4 بجاست
17 گنجانده
35 کاشانی
1 می + خانهٌ
1 هر + گه
8 سرمایه + ٌ
15 زلف
1 می + ف + کنی
5 سوزوگداز
9 عیان
2 ا + فروخته
27 ان + در
1 شکن
2 ای + از
1 غم + زده
12 مستور
4 قطر + هٌ
8 میکده
22 ساقی
12 معشوق
13 ن + از
3 و + ن + در
1 صمیمانه + ترین
28 درود
18 نرمش
3 محمد + هادی
3 عبد + خدا + ای
39 واتیکان
6 نصاری
5 از + این + که
1 دور + و + ای
5 با + ایمان
27 نوید
2 اذلث
3 المإمنین
2 اعزث
2 ال + کا + فری + ن
4 خاضع
9 کافران
1 با + اقتدار
12 سرکش
1 ملامت + گری
8 تفاسیر
30 قاام
1 مصادیق + ی
71 مبارکه
31 نزول
1 ث + ع + ال + بی
12 هذا
1 ذ + و + ه
1 لوک + ان
2 ال + علم
1 بال + ث + ری
1 ل + تا + و + له
3 ابناا
5 ثریا
7 فرزندان + ی
18 جمله + ای
12 غیور
2 م + تواضع
1 ت + ولی
68 قرآنی
9 خداوند + ی
9 فرا + میگیرد
3 آرام + بخشی
2 مشرک + ین
1 ب + را + ا + ث
13 الذین
1 عاهدتم
2 ال + مشرک + ین
3 پیامبر + ش
2 پیمان + شکن
12 پناهگاه
112 مسلمین
3 ایذاا
18 نیکی
28 بسر
4 سیاست + نامه
4 اشتر
1 ا + شعر
1 قلب + ک
1 الر + ؤفث
1 لل + ر + ع + ی + ث
1 الم + حب + ث
9 لهم
1 و + ال + لطف
1 و + لات + کون + ن
5 علی + هم
1 سبع + اً
1 ضارب + ا
1 ت + غ + تن + م
1 ا + کل + هم
1 فان + هم
1 صنف + ان
1 اخ
1 فی + الدین
1 او + نظیر
1 ال + خلق
1 ی + فرط
5 من + هم
1 الز + لل
49 تعرض
1 ال + علل
1 ی + و + تی
1 ایدیهم
2 ال + حمد
1 و + ال + خطا
1 فا + عط + هم
1 عفو + ک
1 صف + حک
1 تح + ب
1 تر + ضی
1 ی + عط + یک
1 عفو + ه
4 رؤفت
9 رعیت
1 در + نده + ای
2 زیان + بخش
1 شمر + ی
1 گروه + ند
1 لغزش + هایی
12 عمد
1 خطای + ای + ی
11 نما
2 عمل + ش
1 ب + المإمنین
3 رإف
25 رحیم
14 اجراا
2 زن + ا + کار
3 و + لا
1 ت + اخذ + کم
1 به + مار + ؤفث
21 دلسوزی
3 خیانت + کار
9 بواسطه
9 ورزد
21 تعقل
3 مقاربت + ی
7 فساد + ی
2 ب + بار
9 گریبانگیر
27 دلسوز
10 بیگناه + ی
16 تساهل
1 کوته + نگری
14 نشوید
131 محدوده
5 تندتر
12 زیرنویس
2 5 + 24
27 نهجالبلاغه
4 8 + 21
46 هیاتمدیره
25 جمعاً
24 مادلین
62 آلبرایت
124 وزیران
10 هم + صدا
1 هوا + ن + لین
44 روسای
13 بدنبال
1 ال + بر + اد + ع + ی
60 نیروگاه
136 بوشهر
64 بهرهمند
2 کنوانسیون + های
16 تکلیف + ی
14 باغبانی
63 شاهرود
13 طهماسبی
1 نیمه + گرمسیری
8 سردسیر + ی
140 بازارهای
5 54 + 3
14 زیرساختهای
3 پایان + ه + ها
16 بستهبندی
17 مسوول
7 بشر + دوستانه
41 ژنو
39 متؤثر
58 آشامیدنی
29 متحمل
41 مناطق + ی
127 سیستان
63 اضطراری
3 3 + 81
4 خسارت + دیده
2 هم + آهنگ + کننده
21 امدادی
95 محمدعلی
2 یوسف + نیا
16 چربیهای
62 بازنگری
40 سبزیجات
4 ضروری + ترین
6 تکنولوژی + کی
136 هزینههای
2 جراحی + ها
48 متخصصین
24 تلگراف
6 سودآور
14 مشارکت + های
18 طاهر
4 داوود + ی
778 421
7 521
17 سرمایهگذاری + ها
63 آایننامه
6 تصدی + گری
1 تصویب + ی
45 انحصار
62 گازی
3 میدلایست
1 اکونومیک
43 مید
3 دو + مرحلهای
1 تصمیم + گیرندگان
5 پتروپارس
9 فاز + های
51 پارس
2 برون + ساحلی
5 دارخوین
2 آجیپ
3 بل + نت
20 اجویت
1 بیپروا + ی + ی
4 میرانند
6 حسن + ه
1 نا + خرسند + ند
70 داستانهای
22 جنجالی
5 آفریده + اند
1 مسموم + ی
6 بپوشانند
29 قانونمند
45 مسالمتآمیز
23 همزیستی
2 مدیر + مسإول
2 بلندگو + ها
1 سخنگو + های
3 دلبستگی + های
5 واسط
29 میرسانند
13 تقاضا + های
6 تنگنا + ها
58 محدودیتهای
1 می + نمای + انند
6 خطمشی + ها
4 خصومت + ها
2 این + کار
4 تقاضا + ها
12 واقع + های
1 برانداز + ان
1 چه + کسی
6 متضرر
5 مسإول + ین
4 شناخته + اند
5 منظور + ی
19 بحرانسازی
10 پیشقدم
11 کنفرانس + ی
1 نماینده + هایی
48 فشرده
6 حداقل + ی
1 تندرو + ان
6 ماجراجو
2 راهحلهای + ی
5 موج + آفرینی
1 جویی + م
1 مرزبندی + ها
16 معظمله
6 معاند + ان
1 آتش + بیار + ان
10 معرکه
50 بهموقع
4 هوشمندانه + ای
6 شفاف + تر
2 جارو + جنجال + ها
12 رسوایی
14 خاطی
2 غبار + آلود
24 نتوانستهاند
6 تلاش + شان
20 ضربهای
4 رؤی + دهنده
60 برخوردهای
81 قشر
6 پس + از + این + که
4 فاازه
3 عطریانفر
66 نمودند
2 بهویژه + این + که
9 مهآلود
16 گزینشی
15 همگامی
3 بجد
15 پسازآن + که
12 زیرکی
1 هوشیار + تر
36 محکومیت
37 تر + از
48 بدهیهای
3 زمانبندی + شده
19 نوربخش
6 اعطای + ی
1 8 + /10
1 22 + 95
189 تولیدی
70 احیای
12 ستود
3 10 + 55
3 40 + 67
26 فرمایید
22 اسکان
35 کشتیرانی
58 نرخهای
4 است + هلاک
10 مختار
51 فعالیتها
29 450
38 زیربنایی
19 جابهجایی
8 تعرفه
60 ریالی
7 تعرفه + های
17 امتیاز + های
11 اسرع
50 ناوگان
3 عدیبنحاتم
7 بنی
1 ا + با + ظریف
9 ببرم
2 قلوب + نا
1 بید + ک
5 قلب + های
18 سرور
30 ماموریت
3 یا + این + که
4 دور + اندیشی
28 نامههای
4 تطمیع
5 جوید
16 برسانم
2 نامه + ام
1 ب + دست + ت
8 قاتلان
3 لعن
9 انذار
1 معذور
1 بین + ا + تری
25 ت + را
1 خانواده + ات
2 می + شمر + م
2 گردان + ی
3 پیام + ش
5 نامه + اش
2 محترم + انه + تر
3 دین + ش
11 بیندیشد
5 فقد
1 ان + ته + ت
4 من + ک
1 ا + کن
1 ا + ظن + ک
1 رغ + به
1 عن + ها
1 ا + حق
8 الناس
1 بال + و + فاا
1 ل + من
1 اع + طی
1 بیع + ث
1 مثل + ک
1 خطر + ک
1 شرف + ک
1 منزلت + ک
1 ال + تی
1 انزل + ک
4 فلا
4 تنازع
1 ق + طی + ع + تک
1 و + ات + ق
1 لا + تر + دن
6 هذه
2 ال + امه
1 ا + نظر
1 ل + نفس + ک
1 دین + ک
2 امه
1 لا + یستخفنک
2 لایوقنون
6 ن + میکردم
7 شایسته + ترین
26 وفاداری
1 من + از + ع + ت
3 بترس
1 میانداز
1 یستخفنک
8 ن + رسیدهاند
1 سبک + سر
3 گردانند
49 پاسخی
4 طلای + ه
8 عاشوراست
2 خون + رنگ
25 سیاهی
2 علا + الی
20 رغبت
6 ن + میدهم
2 نیکی + ها
1 اراده + اش
40 نگیرد
3 سخن + چین
22 رساندهاند
12 گمراه
17 بستهاند
4 قاسطین
1 ستم + بار + های
5 ستمگران
45 قاتل
1 امر + به + معروف
1 نهی + از + منکر
5 ستمگر + ی
2 بست + ی
1 پیمان + ت
5 شکست + ی
1 عمر + و + بن + حق
5 پیشانی + اش
1 پر + پی + نه
1 ال + و + لد
1 لل + فرا + ش
1 لل + عا + هر
2 ال + حجر
4 آویخت
2 حض + رم + ی
1 علی + ابن + ابیطالب
1 اجداد + ت
5 می + انداختند
11 می + پرداختند
6 جدم
4 مفسده
10 میدهی
1 می + نویسی
44 آشوب
19 مکن
10 فتنهای
3 دین + ت
11 نمیبینم
7 نتوانم
14 مکر
3 کید
53 زمانهای
1 ن + رسانی
1 شوم + ت
22 سازی
2 شیطنت
4 دروغ + ها
8 تهمت + ها
1 مواخذه + ات
6 شرابخوار
1 سگ + باز
1 افکند + های
15 تباه
1 کان + ک
1 ل + ست
1 ولی + سوا
29 شکنجه
3 نسبت + ها
3 رابطه + های
11 حاکم + ی
20 وابستگان
12 انزوای
3 عطا + الله
9 موساد
28 تلآویو
15 میاندازند
32 اصلاحطلبانه
29 مقطعی
1 ضد + استبداد + ی
1 ضد + استعماری
8 سإالات + ی
4 تکثر + گرایی
1 تعدد + گرایی
1 مدافع + ات
3 ترور + ها
3 افسون + زدایی
3 شمار + گان
6 محکم + ه
14 همانطوریکه
41 کاربردی
19 سیستم + ی
2 درعینحال + که
21 توانمند
25 سفالی
16 فین
38 تپههای
15 سیلک
55 سکونت
43 خشت
5 ملات
6 کاشان + ه
8 آغاز + گر
79 800
10 منقوش
72 خاکستری
2 دو + که + ای
13 ریسندگی
42 پارچه
18 چرخهای
7 سفالگری
89 قدمت
42 سدههای
8 لوح + های
16 لوور
15 نصرالله
51 بروجرد
9 نورآباد
1 معمولا + ن
6 25 + 6
6 شمار + های
69 روستاهای
1 کف + را + ج
1 نا + و + ه + کش
1 چغا + بیت
6 کوه + دشت
16 الیگودرز
46 دفاتر
75 83
72 قشم
68 هرمزگان
197 قلعه
20 پرتغالیها
1 قا + ید + ی
10 با + ارزشی
65 بقایای
13 گلوله + های
10 توپ + های
115 جنگی
3 قااد + ی
15 صفویان
1 خر + بس
2 نیایش + گاه
1 میترا + ی + یسم
183 ساسانی
19 چاههای
2 تافت
2 150 + 7
60 هفتمین
4 مختومقلی
2 فراغ + ی
29 ترکمن
2 آقتقای
2 مرا + و + ه
23 مینودشت
1 در + از + گیس + و
117 استاندار
1 آن + ه + قربان
1 آش + ی + رف
11 انستیتو + ی
32 نسخ
151 مقبره
1 دولت + محمد
20 تلاشهای + ی
6 باشکوه + ی
234 اردبیل
27 دبستان
65 عاطفی
36 اردبیلی
43 بهزیستی
6 اعظم + ی
3 مهد + های
3 52 + 3
25 مهد
1 کودک + ها
7 دو + زبانه
46 یاسوج
59 استانداری
50 کهکیلویه
74 بویراحمد
7 دهدشت
11 جلیل
11 حجاز + ی
42 طرحهایی
54 شاپور
3 صدمات + ی
24 زندیه
3 امامزاده + ها
63 ارگ
3 برجوبارو + ی
16 بهکاررفته
36 گچ
10 ساروج
22 لاشه
21 گنبدی
7 فلکالافلاک
2 ری + تون
2 شاخ + دار
1 می + ه + وی
1 فلس + های
1 لو + توس
